costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,re
A,USD,STD,INDL,C,ABBV,2015-12-31,016101,-313.0000
A,USD,STD,INDL,C,ABBV,2016-12-31,016101,1792.0000
A,USD,STD,INDL,C,ABBV,2017-12-31,016101,2732.0000
A,USD,STD,INDL,C,ABBV,2018-12-31,016101,888.0000
A,USD,STD,INDL,C,ABBV,2019-12-31,016101,1121.0000
A,USD,STD,INDL,C,ABBV,2020-12-31,016101,-2062.0000
A,USD,STD,INDL,C,ABBV,2021-12-31,016101,228.0000
A,USD,STD,INDL,C,ABBV,2022-12-31,016101,2585.0000
A,USD,STD,INDL,C,ABBV,2023-12-31,016101,-3305.0000
A,USD,STD,INDL,C,ABBV,2024-12-31,016101,-9825.0000
A,USD,STD,INDL,C,ABBV,2025-12-31,016101,-16637.0000
A,USD,STD,INDL,C,ACAD,2015-12-31,141846,-662.5750
A,USD,STD,INDL,C,ACAD,2016-12-31,141846,-933.8730
A,USD,STD,INDL,C,ACAD,2017-12-31,141846,-1224.0700
A,USD,STD,INDL,C,ACAD,2018-12-31,141846,-1469.2350
A,USD,STD,INDL,C,ACAD,2019-12-31,141846,-1703.8250
A,USD,STD,INDL,C,ACAD,2020-12-31,141846,-1985.6700
A,USD,STD,INDL,C,ACAD,2021-12-31,141846,-2153.7680
A,USD,STD,INDL,C,ACAD,2022-12-31,141846,-2370.5260
A,USD,STD,INDL,C,ACAD,2023-12-31,141846,-2430.8130
A,USD,STD,INDL,C,ACAD,2024-12-31,141846,-2204.0940
A,USD,STD,INDL,C,ACAD,2025-12-31,141846,-1811.9410
A,USD,STD,INDL,C,ADI,2015-10-31,001632,4386.4640
A,USD,STD,INDL,C,ADI,2016-10-31,001632,4711.9850
A,USD,STD,INDL,C,ADI,2017-10-31,001632,4849.5800
A,USD,STD,INDL,C,ADI,2018-10-31,001632,5644.6240
A,USD,STD,INDL,C,ADI,2019-10-31,001632,6711.4540
A,USD,STD,INDL,C,ADI,2020-10-31,001632,6986.7770
A,USD,STD,INDL,C,ADI,2021-10-31,001632,7330.7510
A,USD,STD,INDL,C,ADI,2022-10-31,001632,8523.1730
A,USD,STD,INDL,C,ADI,2023-10-31,001632,10168.4960
A,USD,STD,INDL,C,ADI,2024-10-31,001632,10011.3560
A,USD,STD,INDL,C,ADI,2025-10-31,001632,10384.9590
A,USD,STD,INDL,C,AEIS,2015-12-31,061562,68.4440
A,USD,STD,INDL,C,AEIS,2016-12-31,061562,188.4310
A,USD,STD,INDL,C,AEIS,2017-12-31,061562,335.7580
A,USD,STD,INDL,C,AEIS,2018-12-31,061562,509.3340
A,USD,STD,INDL,C,AEIS,2019-12-31,061562,571.8270
A,USD,STD,INDL,C,AEIS,2020-12-31,061562,709.6920
A,USD,STD,INDL,C,AEIS,2021-12-31,061562,755.1070
A,USD,STD,INDL,C,AEIS,2022-12-31,061562,931.5900
A,USD,STD,INDL,C,AEIS,2023-12-31,061562,995.8450
A,USD,STD,INDL,C,AEIS,2024-12-31,061562,1014.9000
A,USD,STD,INDL,C,AEIS,2025-12-31,061562,1134.8000
A,USD,STD,INDL,C,ALGM,2019-03-31,037309,141.1070
A,USD,STD,INDL,C,ALGM,2020-03-31,037309,174.3790
A,USD,STD,INDL,C,ALGM,2021-03-31,037309,-8.3140
A,USD,STD,INDL,C,ALGM,2022-03-31,037309,104.5100
A,USD,STD,INDL,C,ALGM,2023-03-31,037309,289.5310
A,USD,STD,INDL,C,ALGM,2024-03-31,037309,434.1710
A,USD,STD,INDL,C,ALGM,2025-03-31,037309,-84.3430
A,USD,STD,INDL,C,ALKS,2015-12-31,024302,-743.2930
A,USD,STD,INDL,C,ALKS,2016-12-31,024302,-951.2160
A,USD,STD,INDL,C,ALKS,2017-12-31,024302,-1048.1570
A,USD,STD,INDL,C,ALKS,2018-12-31,024302,-1188.6480
A,USD,STD,INDL,C,ALKS,2019-12-31,024302,-1383.8040
A,USD,STD,INDL,C,ALKS,2020-12-31,024302,-1494.1980
A,USD,STD,INDL,C,ALKS,2021-12-31,024302,-1544.7410
A,USD,STD,INDL,C,ALKS,2022-12-31,024302,-1710.1740
A,USD,STD,INDL,C,ALKS,2023-12-31,024302,-1346.6380
A,USD,STD,INDL,C,ALKS,2024-12-31,024302,-978.4250
A,USD,STD,INDL,C,ALKS,2025-12-31,024302,-736.8940
A,USD,STD,INDL,C,ALNY,2015-12-31,264265,-1242.3340
A,USD,STD,INDL,C,ALNY,2016-12-31,264265,-1690.2520
A,USD,STD,INDL,C,ALNY,2017-12-31,264265,-2182.1180
A,USD,STD,INDL,C,ALNY,2018-12-31,264265,-2874.1850
A,USD,STD,INDL,C,ALNY,2019-12-31,264265,-3763.6060
A,USD,STD,INDL,C,ALNY,2020-12-31,264265,-4628.9910
A,USD,STD,INDL,C,ALNY,2021-12-31,264265,-5471.4520
A,USD,STD,INDL,C,ALNY,2022-12-31,264265,-6614.0030
A,USD,STD,INDL,C,ALNY,2023-12-31,264265,-7032.9660
A,USD,STD,INDL,C,ALNY,2024-12-31,264265,-7322.2660
A,USD,STD,INDL,C,ALNY,2025-12-31,264265,-6722.6210
I,USD,STD,INDL,C,ALXN,2015-12-31,062263,1242.6960
I,USD,STD,INDL,C,ALXN,2016-12-31,062263,1878.0000
I,USD,STD,INDL,C,ALXN,2017-12-31,062263,2207.7000
I,USD,STD,INDL,C,ALXN,2018-12-31,062263,2316.1000
I,USD,STD,INDL,C,ALXN,2019-12-31,062263,4573.0000
I,USD,STD,INDL,C,ALXN,2020-12-31,062263,5118.6000
A,USD,STD,INDL,C,AMD,2015-12-31,001161,-7314.0000
A,USD,STD,INDL,C,AMD,2016-12-31,001161,-7808.0000
A,USD,STD,INDL,C,AMD,2017-12-31,001161,-7754.0000
A,USD,STD,INDL,C,AMD,2018-12-31,001161,-7444.0000
A,USD,STD,INDL,C,AMD,2019-12-31,001161,-7095.0000
A,USD,STD,INDL,C,AMD,2020-12-31,001161,-4588.0000
A,USD,STD,INDL,C,AMD,2021-12-31,001161,-1454.0000
A,USD,STD,INDL,C,AMD,2022-12-31,001161,-172.0000
A,USD,STD,INDL,C,AMD,2023-12-31,001161,713.0000
A,USD,STD,INDL,C,AMD,2024-12-31,001161,2295.0000
A,USD,STD,INDL,C,AMD,2025-12-31,001161,6696.0000
A,USD,STD,INDL,C,AMGN,2015-12-31,001602,-2566.0000
A,USD,STD,INDL,C,AMGN,2016-12-31,001602,-909.0000
A,USD,STD,INDL,C,AMGN,2017-12-31,001602,-5751.0000
A,USD,STD,INDL,C,AMGN,2018-12-31,001602,-18746.0000
A,USD,STD,INDL,C,AMGN,2019-12-31,001602,-21858.0000
A,USD,STD,INDL,C,AMGN,2020-12-31,001602,-22393.0000
A,USD,STD,INDL,C,AMGN,2021-12-31,001602,-25396.0000
A,USD,STD,INDL,C,AMGN,2022-12-31,001602,-28853.0000
A,USD,STD,INDL,C,AMGN,2023-12-31,001602,-26838.0000
A,USD,STD,INDL,C,AMGN,2024-12-31,001602,-27656.0000
A,USD,STD,INDL,C,AMGN,2025-12-31,001602,-25365.0000
A,USD,STD,INDL,C,AMKR,2015-12-31,110039,-462.2340
A,USD,STD,INDL,C,AMKR,2016-12-31,110039,-297.2950
A,USD,STD,INDL,C,AMKR,2017-12-31,110039,-20.3320
A,USD,STD,INDL,C,AMKR,2018-12-31,110039,137.0010
A,USD,STD,INDL,C,AMKR,2019-12-31,110039,253.1920
A,USD,STD,INDL,C,AMKR,2020-12-31,110039,589.7720
A,USD,STD,INDL,C,AMKR,2021-12-31,110039,1183.9170
A,USD,STD,INDL,C,AMKR,2022-12-31,110039,1891.3430
A,USD,STD,INDL,C,AMKR,2023-12-31,110039,2176.1810
A,USD,STD,INDL,C,AMKR,2024-12-31,110039,2342.6420
A,USD,STD,INDL,C,AMKR,2025-12-31,110039,2643.8710
A,USD,STD,INDL,C,AMRX,2016-12-31,018888,
A,USD,STD,INDL,C,AMRX,2017-12-31,018888,
A,USD,STD,INDL,C,AMRX,2018-12-31,018888,-28.6750
A,USD,STD,INDL,C,AMRX,2019-12-31,018888,-377.9480
A,USD,STD,INDL,C,AMRX,2020-12-31,018888,-328.1390
A,USD,STD,INDL,C,AMRX,2021-12-31,018888,-301.0240
A,USD,STD,INDL,C,AMRX,2022-12-31,018888,-396.2440
A,USD,STD,INDL,C,AMRX,2023-12-31,018888,-522.5250
A,USD,STD,INDL,C,AMRX,2024-12-31,018888,-672.5720
A,USD,STD,INDL,C,AMRX,2025-12-31,018888,-645.7340
I,USD,STD,INDL,C,ANSS,2015-12-31,063080,1739.8650
I,USD,STD,INDL,C,ANSS,2016-12-31,063080,2000.0130
I,USD,STD,INDL,C,ANSS,2017-12-31,063080,2279.0720
I,USD,STD,INDL,C,ANSS,2018-12-31,063080,2857.0320
I,USD,STD,INDL,C,ANSS,2019-12-31,063080,3305.3250
I,USD,STD,INDL,C,ANSS,2020-12-31,063080,3786.8180
I,USD,STD,INDL,C,ANSS,2021-12-31,063080,4203.1080
I,USD,STD,INDL,C,ANSS,2022-12-31,063080,4660.2080
I,USD,STD,INDL,C,ANSS,2023-12-31,063080,5193.0710
I,USD,STD,INDL,C,ANSS,2024-12-31,063080,5711.4540
A,USD,STD,INDL,C,APLS,2015-12-31,026359,-71.1330
A,USD,STD,INDL,C,APLS,2016-12-31,026359,-98.2580
A,USD,STD,INDL,C,APLS,2017-12-31,026359,-149.2640
A,USD,STD,INDL,C,APLS,2018-12-31,026359,-276.8890
A,USD,STD,INDL,C,APLS,2019-12-31,026359,-581.6260
A,USD,STD,INDL,C,APLS,2020-12-31,026359,-926.4640
A,USD,STD,INDL,C,APLS,2021-12-31,026359,-1658.7780
A,USD,STD,INDL,C,APLS,2022-12-31,026359,-2309.7350
A,USD,STD,INDL,C,APLS,2023-12-31,026359,-2841.0300
A,USD,STD,INDL,C,APLS,2024-12-31,026359,-3038.6740
A,USD,STD,INDL,C,APLS,2025-12-31,026359,-3015.0810
A,USD,STD,INDL,C,APP,2019-12-31,038212,-891.3530
A,USD,STD,INDL,C,APP,2020-12-31,038212,-1011.7960
A,USD,STD,INDL,C,APP,2021-12-31,038212,-1022.4080
A,USD,STD,INDL,C,APP,2022-12-31,038212,-1253.0820
A,USD,STD,INDL,C,APP,2023-12-31,038212,-878.2630
A,USD,STD,INDL,C,APP,2024-12-31,038212,496.1080
A,USD,STD,INDL,C,APP,2025-12-31,038212,1688.1100
A,USD,STD,INDL,C,ARM,2021-03-31,043285,
A,USD,STD,INDL,C,ARM,2022-03-31,043285,2332.0000
A,USD,STD,INDL,C,ARM,2023-03-31,043285,2833.0000
A,USD,STD,INDL,C,ARM,2024-03-31,043285,3122.0000
A,USD,STD,INDL,C,ARM,2025-03-31,043285,3915.0000
I,USD,STD,INDL,C,ATML,2015-12-31,023767,82.9900
I,USD,STD,INDL,C,ATVI,2015-12-31,180405,3463.0000
I,USD,STD,INDL,C,ATVI,2016-12-31,180405,4240.0000
I,USD,STD,INDL,C,ATVI,2017-12-31,180405,4278.0000
I,USD,STD,INDL,C,ATVI,2018-12-31,180405,5957.0000
I,USD,STD,INDL,C,ATVI,2019-12-31,180405,7194.0000
I,USD,STD,INDL,C,ATVI,2020-12-31,180405,9069.0000
I,USD,STD,INDL,C,ATVI,2021-12-31,180405,11447.0000
I,USD,STD,INDL,C,ATVI,2022-12-31,180405,12546.0000
A,USD,STD,INDL,C,AVGO,2015-10-31,180711,2167.0000
A,USD,STD,INDL,C,AVGO,2016-10-31,180711,-349.0000
A,USD,STD,INDL,C,AVGO,2017-10-31,180711,-220.0000
A,USD,STD,INDL,C,AVGO,2018-10-31,180711,3372.0000
A,USD,STD,INDL,C,AVGO,2019-10-31,180711,-140.0000
A,USD,STD,INDL,C,AVGO,2020-10-31,180711,-108.0000
A,USD,STD,INDL,C,AVGO,2021-10-31,180711,632.0000
A,USD,STD,INDL,C,AVGO,2022-10-31,180711,1550.0000
A,USD,STD,INDL,C,AVGO,2023-10-31,180711,2889.0000
A,USD,STD,INDL,C,AVGO,2024-10-31,180711,207.0000
A,USD,STD,INDL,C,AVGO,2025-10-31,180711,9979.0000
I,USD,STD,INDL,C,AVYAQ,2015-09-30,032855,
I,USD,STD,INDL,C,AVYAQ,2016-09-30,032855,-7433.0000
I,USD,STD,INDL,C,AVYAQ,2017-09-30,032855,-7402.0000
I,USD,STD,INDL,C,AVYAQ,2018-09-30,032855,305.0000
I,USD,STD,INDL,C,AVYAQ,2019-09-30,032855,-462.0000
I,USD,STD,INDL,C,AVYAQ,2020-09-30,032855,-1214.0000
I,USD,STD,INDL,C,AVYAQ,2021-09-30,032855,-1076.0000
I,USD,STD,INDL,C,AZPN,2015-06-30,030870,-139.1570
I,USD,STD,INDL,C,AZPN,2016-06-30,030870,-3.0250
I,USD,STD,INDL,C,AZPN,2017-06-30,030870,157.9790
I,USD,STD,INDL,C,AZPN,2018-06-30,030870,306.5960
I,USD,STD,INDL,C,AZPN,2019-06-30,030870,1260.3200
I,USD,STD,INDL,C,AZPN,2020-06-30,030870,1453.0420
I,USD,STD,INDL,C,AZPN,2021-06-30,030870,1787.1590
I,USD,STD,INDL,C,AZPN,2022-06-30,030870,61.7810
I,USD,STD,INDL,C,AZPN,2023-06-30,030870,-38.9550
I,USD,STD,INDL,C,AZPN,2024-06-30,030870,-58.4230
A,USD,STD,INDL,C,BB,2015-02-28,065986,987.0000
A,USD,STD,INDL,C,BB,2016-02-29,065986,760.0000
A,USD,STD,INDL,C,BB,2017-02-28,065986,-455.0000
A,USD,STD,INDL,C,BB,2018-02-28,065986,-55.0000
A,USD,STD,INDL,C,BB,2019-02-28,065986,-52.0000
A,USD,STD,INDL,C,BB,2020-02-29,065986,-231.0000
A,USD,STD,INDL,C,BB,2021-02-28,065986,-1319.0000
A,USD,STD,INDL,C,BB,2022-02-28,065986,-1313.0000
A,USD,STD,INDL,C,BB,2023-02-28,065986,-2052.0000
A,USD,STD,INDL,C,BB,2024-02-29,065986,-2172.0000
A,USD,STD,INDL,C,BB,2025-02-28,065986,-2256.5000
A,USD,STD,INDL,C,BHC,2015-12-31,029955,-4291.3000
A,USD,STD,INDL,C,BHC,2016-12-31,029955,-7237.0000
A,USD,STD,INDL,C,BHC,2017-12-31,029955,-4621.0000
A,USD,STD,INDL,C,BHC,2018-12-31,029955,-7801.0000
A,USD,STD,INDL,C,BHC,2019-12-31,029955,-9538.0000
A,USD,STD,INDL,C,BHC,2020-12-31,029955,-10146.0000
A,USD,STD,INDL,C,BHC,2021-12-31,029955,-10885.0000
A,USD,STD,INDL,C,BHC,2022-12-31,029955,-11242.0000
A,USD,STD,INDL,C,BHC,2023-12-31,029955,-11659.0000
A,USD,STD,INDL,C,BHC,2024-12-31,029955,-12003.0000
A,USD,STD,INDL,C,BHC,2025-12-31,029955,-11427.0000
A,USD,STD,INDL,C,BHE,2015-12-31,023084,691.8890
A,USD,STD,INDL,C,BHE,2016-12-31,023084,734.4390
A,USD,STD,INDL,C,BHE,2017-12-31,023084,689.7130
A,USD,STD,INDL,C,BHE,2018-12-31,023084,573.1500
A,USD,STD,INDL,C,BHE,2019-12-31,023084,499.1170
A,USD,STD,INDL,C,BHE,2020-12-31,023084,475.5540
A,USD,STD,INDL,C,BHE,2021-12-31,023084,462.8340
A,USD,STD,INDL,C,BHE,2022-12-31,023084,503.6620
A,USD,STD,INDL,C,BHE,2023-12-31,023084,546.6770
A,USD,STD,INDL,C,BHE,2024-12-31,023084,574.7690
A,USD,STD,INDL,C,BHE,2025-12-31,023084,559.1880
A,USD,STD,INDL,C,BIIB,2015-12-31,024468,11984.4000
A,USD,STD,INDL,C,BIIB,2016-12-31,024468,14751.7000
A,USD,STD,INDL,C,BIIB,2017-12-31,024468,15492.0000
A,USD,STD,INDL,C,BIIB,2018-12-31,024468,16016.6000
A,USD,STD,INDL,C,BIIB,2019-12-31,024468,16320.2000
A,USD,STD,INDL,C,BIIB,2020-12-31,024468,13677.3000
A,USD,STD,INDL,C,BIIB,2021-12-31,024468,13805.0000
A,USD,STD,INDL,C,BIIB,2022-12-31,024468,16301.6000
A,USD,STD,INDL,C,BIIB,2023-12-31,024468,17473.9000
A,USD,STD,INDL,C,BIIB,2024-12-31,024468,19123.6000
A,USD,STD,INDL,C,BIIB,2025-12-31,024468,20370.7000
I,USD,STD,INDL,C,BIVV,2015-12-31,029819,
I,USD,STD,INDL,C,BIVV,2016-12-31,029819,
I,USD,STD,INDL,C,BIVV,2017-12-31,029819,332.3000
A,USD,STD,INDL,C,BMRN,2015-12-31,122257,-1000.5360
A,USD,STD,INDL,C,BMRN,2016-12-31,122257,-1507.6900
A,USD,STD,INDL,C,BMRN,2017-12-31,122257,-1660.5090
A,USD,STD,INDL,C,BMRN,2018-12-31,122257,-1688.8630
A,USD,STD,INDL,C,BMRN,2019-12-31,122257,-1700.5450
A,USD,STD,INDL,C,BMRN,2020-12-31,122257,-877.7480
A,USD,STD,INDL,C,BMRN,2021-12-31,122257,-911.2570
A,USD,STD,INDL,C,BMRN,2022-12-31,122257,-793.0660
A,USD,STD,INDL,C,BMRN,2023-12-31,122257,-650.3420
A,USD,STD,INDL,C,BMRN,2024-12-31,122257,-133.0420
A,USD,STD,INDL,C,BMRN,2025-12-31,122257,140.7330
A,USD,STD,INDL,C,BMY,2015-12-31,002403,29145.0000
A,USD,STD,INDL,C,BMY,2016-12-31,002403,31010.0000
A,USD,STD,INDL,C,BMY,2017-12-31,002403,28871.0000
A,USD,STD,INDL,C,BMY,2018-12-31,002403,31303.0000
A,USD,STD,INDL,C,BMY,2019-12-31,002403,32954.0000
A,USD,STD,INDL,C,BMY,2020-12-31,002403,19442.0000
A,USD,STD,INDL,C,BMY,2021-12-31,002403,22552.0000
A,USD,STD,INDL,C,BMY,2022-12-31,002403,24222.0000
A,USD,STD,INDL,C,BMY,2023-12-31,002403,27220.0000
A,USD,STD,INDL,C,BMY,2024-12-31,002403,13674.0000
A,USD,STD,INDL,C,BMY,2025-12-31,002403,15372.0000
I,USD,STD,INDL,C,BXLT,2015-12-31,022734,-186.0000
A,USD,STD,INDL,C,CDNS,2015-12-31,013421,-86.4160
A,USD,STD,INDL,C,CDNS,2016-12-31,013421,111.7420
A,USD,STD,INDL,C,CDNS,2017-12-31,013421,337.3730
A,USD,STD,INDL,C,CDNS,2018-12-31,013421,747.9290
A,USD,STD,INDL,C,CDNS,2019-12-31,013421,1724.7620
A,USD,STD,INDL,C,CDNS,2020-12-31,013421,2332.9080
A,USD,STD,INDL,C,CDNS,2021-12-31,013421,3012.9770
A,USD,STD,INDL,C,CDNS,2022-12-31,013421,3803.6030
A,USD,STD,INDL,C,CDNS,2023-12-31,013421,4841.6300
A,USD,STD,INDL,C,CDNS,2024-12-31,013421,5801.4200
A,USD,STD,INDL,C,CDNS,2025-12-31,013421,7098.9510
I,USD,STD,INDL,C,CELG,2015-12-31,013599,8842.1000
I,USD,STD,INDL,C,CELG,2016-12-31,013599,10492.7000
I,USD,STD,INDL,C,CELG,2017-12-31,013599,13348.0000
I,USD,STD,INDL,C,CELG,2018-12-31,013599,17509.0000
I,USD,STD,INDL,C,CFLT,2018-12-31,038931,
I,USD,STD,INDL,C,CFLT,2019-12-31,038931,-176.0280
I,USD,STD,INDL,C,CFLT,2020-12-31,038931,-405.8250
I,USD,STD,INDL,C,CFLT,2021-12-31,038931,-749.6840
I,USD,STD,INDL,C,CFLT,2022-12-31,038931,-1210.8610
I,USD,STD,INDL,C,CFLT,2023-12-31,038931,-1642.8810
I,USD,STD,INDL,C,CFLT,2024-12-31,038931,-1991.8570
I,USD,STD,INDL,C,CFLT,2025-12-31,038931,-2278.8350
I,USD,STD,INDL,C,CHNG,2018-03-31,034954,37.1970
I,USD,STD,INDL,C,CHNG,2019-03-31,034954,-21.0970
I,USD,STD,INDL,C,CHNG,2020-03-31,034954,-937.4360
I,USD,STD,INDL,C,CHNG,2021-03-31,034954,-1031.4700
I,USD,STD,INDL,C,CHNG,2022-03-31,034954,-1064.9650
A,USD,STD,INDL,C,CLS,2015-12-31,112158,-1818.2000
A,USD,STD,INDL,C,CLS,2016-12-31,112158,-1656.7000
A,USD,STD,INDL,C,CLS,2017-12-31,112158,-1551.9000
A,USD,STD,INDL,C,CLS,2018-12-31,112158,-1508.2000
A,USD,STD,INDL,C,CLS,2019-12-31,112158,-1443.7000
A,USD,STD,INDL,C,CLS,2020-12-31,112158,-1384.0000
A,USD,STD,INDL,C,CLS,2021-12-31,112158,-1282.4000
A,USD,STD,INDL,C,CLS,2022-12-31,112158,-1082.3000
A,USD,STD,INDL,C,CLS,2023-12-31,112158,-854.5000
A,USD,STD,INDL,C,CLS,2024-12-31,112158,-441.4000
A,USD,STD,INDL,C,CLS,2025-12-31,112158,407.0000
A,USD,STD,INDL,C,CRCL,2022-12-31,051461,
A,USD,STD,INDL,C,CRCL,2023-12-31,051461,-1380.6780
A,USD,STD,INDL,C,CRCL,2024-12-31,051461,-1219.5690
A,USD,STD,INDL,C,CRCL,2025-12-31,051461,-1278.1940
A,USD,STD,INDL,C,CRL,2015-12-31,137131,-125.0100
A,USD,STD,INDL,C,CRL,2016-12-31,137131,-88.4610
A,USD,STD,INDL,C,CRL,2017-12-31,137131,143.9270
A,USD,STD,INDL,C,CRL,2018-12-31,137131,-130.6070
A,USD,STD,INDL,C,CRL,2019-12-31,137131,102.3100
A,USD,STD,INDL,C,CRL,2020-12-31,137131,486.5400
A,USD,STD,INDL,C,CRL,2021-12-31,137131,816.0110
A,USD,STD,INDL,C,CRL,2022-12-31,137131,1170.8440
A,USD,STD,INDL,C,CRL,2023-12-31,137131,1690.7910
A,USD,STD,INDL,C,CRL,2024-12-31,137131,1494.7550
A,USD,STD,INDL,C,CRL,2025-12-31,137131,1216.8370
A,USD,STD,INDL,C,CRM,2015-01-31,157855,-629.9530
A,USD,STD,INDL,C,CRM,2016-01-31,157855,-703.1880
A,USD,STD,INDL,C,CRM,2017-01-31,157855,-540.7510
A,USD,STD,INDL,C,CRM,2018-01-31,157855,-364.5740
A,USD,STD,INDL,C,CRM,2019-01-31,157855,1677.0000
A,USD,STD,INDL,C,CRM,2020-01-31,157855,1768.0000
A,USD,STD,INDL,C,CRM,2021-01-31,157855,5891.0000
A,USD,STD,INDL,C,CRM,2022-01-31,157855,7211.0000
A,USD,STD,INDL,C,CRM,2023-01-31,157855,7311.0000
A,USD,STD,INDL,C,CRM,2024-01-31,157855,11496.0000
A,USD,STD,INDL,C,CRM,2025-01-31,157855,16103.0000
A,USD,STD,INDL,C,CRUS,2015-03-31,016401,-402.7230
A,USD,STD,INDL,C,CRUS,2016-03-31,016401,-344.0130
A,USD,STD,INDL,C,CRUS,2017-03-31,016401,-107.5870
A,USD,STD,INDL,C,CRUS,2018-03-31,016401,-150.7060
A,USD,STD,INDL,C,CRUS,2019-03-31,016401,-223.4960
A,USD,STD,INDL,C,CRUS,2020-03-31,016401,-205.1500
A,USD,STD,INDL,C,CRUS,2021-03-31,016401,-109.8140
A,USD,STD,INDL,C,CRUS,2022-03-31,016401,21.3900
A,USD,STD,INDL,C,CRUS,2023-03-31,016401,-11.8590
A,USD,STD,INDL,C,CRUS,2024-03-31,016401,56.3130
A,USD,STD,INDL,C,CRUS,2025-03-31,016401,89.1680
A,USD,STD,INDL,C,CSIQ,2015-12-31,175982,159.0040
A,USD,STD,INDL,C,CSIQ,2016-12-31,175982,192.2950
A,USD,STD,INDL,C,CSIQ,2017-12-31,175982,329.6470
A,USD,STD,INDL,C,CSIQ,2018-12-31,175982,511.8670
A,USD,STD,INDL,C,CSIQ,2019-12-31,175982,683.9940
A,USD,STD,INDL,C,CSIQ,2020-12-31,175982,911.6250
A,USD,STD,INDL,C,CSIQ,2021-12-31,175982,984.9680
A,USD,STD,INDL,C,CSIQ,2022-12-31,175982,1104.9690
A,USD,STD,INDL,C,CSIQ,2023-12-31,175982,1430.9630
A,USD,STD,INDL,C,CSIQ,2024-12-31,175982,1389.3790
A,USD,STD,INDL,C,CSIQ,2025-12-31,175982,1403.5070
A,USD,STD,INDL,C,CTEV,2018-12-31,037188,
A,USD,STD,INDL,C,CTEV,2019-12-31,037188,637.5630
A,USD,STD,INDL,C,CTEV,2020-12-31,037188,116.9990
A,USD,STD,INDL,C,CTEV,2021-12-31,037188,225.1120
A,USD,STD,INDL,C,CTEV,2022-12-31,037188,-347.8000
A,USD,STD,INDL,C,CTEV,2023-12-31,037188,-511.0850
A,USD,STD,INDL,C,CTEV,2024-12-31,037188,-2150.2010
A,USD,STD,INDL,C,CTEV,2025-12-31,037188,-2433.5920
I,USD,STD,INDL,C,CTLT,2015-06-30,020228,-1340.9000
I,USD,STD,INDL,C,CTLT,2016-06-30,020228,-1341.8000
I,USD,STD,INDL,C,CTLT,2017-06-30,020228,-1269.8000
I,USD,STD,INDL,C,CTLT,2018-06-30,020228,-1197.9000
I,USD,STD,INDL,C,CTLT,2019-06-30,020228,-1077.3000
I,USD,STD,INDL,C,CTLT,2020-06-30,020228,-921.5000
I,USD,STD,INDL,C,CTLT,2021-06-30,020228,-292.0000
I,USD,STD,INDL,C,CTLT,2022-06-30,020228,124.0000
I,USD,STD,INDL,C,CTLT,2023-06-30,020228,-92.0000
I,USD,STD,INDL,C,CTLT,2024-06-30,020228,-1185.0000
I,USD,STD,INDL,C,CTXS,2015-12-31,061676,3446.0980
I,USD,STD,INDL,C,CTXS,2016-12-31,061676,3982.0330
I,USD,STD,INDL,C,CTXS,2017-12-31,061676,3498.6780
I,USD,STD,INDL,C,CTXS,2018-12-31,061676,4160.8650
I,USD,STD,INDL,C,CTXS,2019-12-31,061676,4655.0180
I,USD,STD,INDL,C,CTXS,2020-12-31,061676,4980.6840
I,USD,STD,INDL,C,CTXS,2021-12-31,061676,5097.7280
I,USD,STD,INDL,C,CY,2015-12-31,012215,-759.0070
I,USD,STD,INDL,C,CY,2016-12-31,012215,-1453.8440
I,USD,STD,INDL,C,CY,2017-12-31,012215,-1513.0680
I,USD,STD,INDL,C,CY,2018-12-31,012215,-1155.2860
I,USD,STD,INDL,C,CY,2019-12-31,012215,-1132.4770
I,USD,STD,INDL,C,DATA,2015-12-31,017695,-71.8660
I,USD,STD,INDL,C,DATA,2016-12-31,017695,-215.3650
I,USD,STD,INDL,C,DATA,2017-12-31,017695,-414.9480
I,USD,STD,INDL,C,DATA,2018-12-31,017695,-327.0510
A,USD,STD,INDL,C,DELL,2015-01-31,014489,
A,USD,STD,INDL,C,DELL,2016-01-31,014489,
A,USD,STD,INDL,C,DELL,2017-01-31,014489,-6204.0000
A,USD,STD,INDL,C,DELL,2018-01-31,014489,-9123.0000
A,USD,STD,INDL,C,DELL,2019-01-31,014489,-21816.0000
A,USD,STD,INDL,C,DELL,2020-01-31,014489,-17600.0000
A,USD,STD,INDL,C,DELL,2021-01-31,014489,-14065.0000
A,USD,STD,INDL,C,DELL,2022-01-31,014489,-8619.0000
A,USD,STD,INDL,C,DELL,2023-01-31,014489,-7733.0000
A,USD,STD,INDL,C,DELL,2024-01-31,014489,-5430.0000
A,USD,STD,INDL,C,DELL,2025-01-31,014489,-2099.0000
A,USD,STD,INDL,C,DIOD,2015-12-31,003969,429.8640
A,USD,STD,INDL,C,DIOD,2016-12-31,003969,417.5490
A,USD,STD,INDL,C,DIOD,2017-12-31,003969,449.2070
A,USD,STD,INDL,C,DIOD,2018-12-31,003969,534.8620
A,USD,STD,INDL,C,DIOD,2019-12-31,003969,681.8190
A,USD,STD,INDL,C,DIOD,2020-12-31,003969,814.4400
A,USD,STD,INDL,C,DIOD,2021-12-31,003969,1066.2920
