execid,year,gvkey,exec_fullname,co_per_rol,bonus,eip_unearn_val,option_awards_blk_value,opt_unex_exer_est_val,opt_unex_unexer_est_val,salary,shrown_excl_opts,stock_awards_fv,tdc1
51831,2019,023119,Zvi Lando,55693,0,0,,5015.553,3244.45,505.986,13.496,549.986,2081.363
51831,2020,023119,Zvi Lando,55693,0,0,,18517.39,10271.532,477.133,61.255,1979.899,4079.71
51831,2021,023119,Zvi Lando,55693,0,0,,15857.556,4323.942,888.765,45.231,4299.75,7361.336
51831,2022,023119,Zvi Lando,55693,0,2019.148,,11002.844,1505.571,850.952,29.606,0,1925
51831,2023,023119,Zvi Lando,55693,0,1409.897,,1751.671,0,816.851,43.291,6558.293,7500.45
51831,2024,023119,Zvi Lando,55693,0,113.19,,0,0,656.286,58.317,4419.424,5179.86
52398,2015,264416,James P. Scholhamer,56459,0,0,,0,0,370.577,59.949,1848,2358.023
52398,2016,264416,James P. Scholhamer,56459,0,0,,0,0,437.308,115.977,889.5,1629.694
52398,2017,264416,James P. Scholhamer,56459,0,0,,0,0,406.923,92.783,1980,3099.439
52398,2018,264416,James P. Scholhamer,56459,0,0,,0,0,494.62,235.532,1417.762,2297.631
52398,2019,264416,James P. Scholhamer,56459,0,0,,0,0,524.492,228.428,1500.008,2721.64
52398,2020,264416,James P. Scholhamer,56459,0,0,,0,0,590.031,281.505,1999.989,3417.58
52398,2021,264416,James P. Scholhamer,56459,0,0,,0,0,636.538,320.957,3682.347,5201.766
52398,2022,264416,James P. Scholhamer,56459,0,0,,0,0,704.808,290.861,2598.338,4240.223
52398,2023,264416,James P. Scholhamer,56459,0,2199.487,,0,0,736.538,332.248,3507.146,5043.765
52398,2024,264416,James P. Scholhamer,56459,0,4481.866,,0,0,800.577,317.616,4027.382,5781.279
52782,2017,006730,David A. Ricks,57001,0,22610.618,,0,0,1400,136.553,10200,14498
52782,2018,006730,David A. Ricks,57001,0,52283.801,,0,0,1400,170.367,10584,15701
52782,2019,006730,David A. Ricks,57001,0,54564.216,,0,0,1400,290.911,12222,16625
52782,2020,006730,David A. Ricks,57001,0,42928.583,,0,0,1483.333,462.924,13587.5,17824.705
52782,2021,006730,David A. Ricks,57001,0,48872.433,,0,0,1500,561.433,14966,19067.75
52782,2022,006730,David A. Ricks,57001,0,75214.509,,0,0,1500,644.144,16981.25,21398.135
52782,2023,006730,David A. Ricks,57001,0,110477.33,,0,0,1621.154,687.161,18840.25,25125.91
52782,2024,006730,David A. Ricks,57001,0,82969.928,,0,0,1690.385,757.308,19749.324,27496.443
55354,2015,021739,"Colin Shannon, A.C.A.",60380,370.8,0,,30247.021,6006.176,609,0,0,997.782
55354,2016,021739,"Colin Shannon, A.C.A.",60380,345,0,,42509.256,5180.072,746.5,0,0,5253.884
55354,2017,021739,"Colin Shannon, A.C.A.",60380,546,0,,12991.772,6719.763,892.5,0,0,5958.385
55354,2018,021739,"Colin Shannon, A.C.A.",60380,570,0,,37686.093,1679.6,930,30,3073.2,7877.983
55354,2019,021739,"Colin Shannon, A.C.A.",60380,0,0,,48213.45,4758.975,1018.75,63,3166.02,7160.216
55354,2020,021739,"Colin Shannon, A.C.A.",60380,896.5,0,,59283.215,6910.398,1100,56.927,4076.218,9576.713
55599,2015,133885,"Michael M. Morrissey, Ph.D.",60657,480.001,0,,3292.863,47.357,824.423,190.313,595.8,4007.5
55599,2016,133885,"Michael M. Morrissey, Ph.D.",60657,800,0,,41900.085,5866.125,841.154,189.523,1398.601,6748.139
55599,2017,133885,"Michael M. Morrissey, Ph.D.",60657,675.75,0,,28205.002,14030.287,891.781,193.478,1952.8,9439.583
55599,2018,133885,"Michael M. Morrissey, Ph.D.",60657,0,3011.703,,41257.546,2625.388,945.08,211.598,2912.552,7977.535
55599,2019,133885,"Michael M. Morrissey, Ph.D.",60657,0,9211.391,,28711.571,239.8,1005.201,356.971,0,2132.555
55599,2020,133885,"Michael M. Morrissey, Ph.D.",60657,128.159,9673.88,,4314.388,171.336,1058.216,1077.411,0,2349.812
55599,2021,133885,"Michael M. Morrissey, Ph.D.",60657,0,7098.198,,1069.2,0,1093.875,1272.66,0,7529.639
55599,2022,133885,"Michael M. Morrissey, Ph.D.",60657,0,10565.885,,1446.8,0,1144.25,1369.765,14567.256,16877.545
55599,2023,133885,"Michael M. Morrissey, Ph.D.",60657,0,18510.804,,2511.898,414.312,1192.001,1516.112,14259.313,16423.307
55599,2024,133885,"Michael M. Morrissey, Ph.D.",60657,0,32984.666,,10032.027,363.525,1252.636,1782.713,10012.388,12732.048
55683,2015,019998,"August James Troendle, M.D.",60762,0,0,,0,0,270.417,,0,383.954
55683,2016,019998,"August James Troendle, M.D.",60762,0,0,,0,653.5,410,10431.534,0,478.979
55683,2017,019998,"August James Troendle, M.D.",60762,0,0,,0,663,418.542,10366.926,0,598.083
55683,2018,019998,"August James Troendle, M.D.",60762,0,0,,0,1496.5,420.25,8364.827,0,528.29
55683,2019,019998,"August James Troendle, M.D.",60762,0,0,,8700.276,3053,503.583,8403.891,0,5385.078
55683,2020,019998,"August James Troendle, M.D.",60762,500,0,,30013.449,0,607.542,7163.845,1163.914,3459.872
55683,2021,019998,"August James Troendle, M.D.",60762,711,0,,65817.073,2930.889,696.667,6289.662,0,4542.193
55683,2022,019998,"August James Troendle, M.D.",60762,772.5,0,,0,0,770.25,7289.662,0,6088.499
55683,2023,019998,"August James Troendle, M.D.",60762,814.422,0,,8048.286,15621.553,814.275,5539.662,0,1646.031
55683,2024,019998,"August James Troendle, M.D.",60762,649.8,0,,121507.18,0,866.25,6018.034,0,8600.016
55878,2018,006730,Jeffrey N. Simmons,60990,0,8629.703,,0,9221.989,775.185,179.858,2530.654,5379.245
55878,2017,033955,Jeffrey N. Simmons,75166,0,8609.261,,0,0,688.118,,2400,3509.246
55878,2018,033955,Jeffrey N. Simmons,75166,0,8629.703,,0,0,775.185,59.301,2530.654,5379.245
55878,2019,033955,Jeffrey N. Simmons,75166,0,4013.269,,0,0,1000,245.849,13534.347,15801.769
55878,2020,033955,Jeffrey N. Simmons,75166,0,6736.083,,0,0,1025,478.426,6860.049,8958.821
55878,2021,033955,Jeffrey N. Simmons,75166,0,11588.32,,0,0,1046,697.266,9261.02,12060.016
55878,2022,033955,Jeffrey N. Simmons,75166,0,4880.033,,0,0,1125,855.367,7650.028,12713.631
55878,2023,033955,Jeffrey N. Simmons,75166,0,10036.088,,0,2067.345,1200,1017.737,8400.005,13663.169
55878,2024,033955,Jeffrey N. Simmons,75166,0,10555.5,,159.31,323.449,1200,1852.624,9000.028,14833.705
56955,2018,157855,Bret Steven Taylor,62243,0,15717.465,,2739.644,9215.252,900,1388.016,10000.292,21816.653
56955,2019,157855,Bret Steven Taylor,62243,87.44,9856.59,,5189.417,8680.589,900,1350.763,5000.164,11944.513
56955,2020,157855,Bret Steven Taylor,62243,1.5,17063.839,,17011.441,20581,1000,1182.75,6000.049,13919.121
56955,2021,157855,Bret Steven Taylor,62243,0.5,16149.407,,30710.826,12365.286,1067.778,1163.497,10500.476,22794.415
56955,2022,157855,Bret Steven Taylor,62243,0.5,0,,10994.137,0,1400,1136.403,14760.156,26792.798
57347,2017,126721,"Edwin Roks, B.Sc., M.Sc., Ph.D.",62711,0,0,,0,0,375.635,2.57,0,1096.227
57347,2018,126721,"Edwin Roks, B.Sc., M.Sc., Ph.D.",62711,0,932.133,,418.45,1322.511,402.697,4.097,322.413,2023.619
57347,2019,126721,"Edwin Roks, B.Sc., M.Sc., Ph.D.",62711,0,1443.453,,3433.88,3395.157,433.108,5.006,130.2,1818.001
57347,2020,126721,"Edwin Roks, B.Sc., M.Sc., Ph.D.",62711,0,,,,,389.426,6.325,,
57347,2021,126721,"Edwin Roks, B.Sc., M.Sc., Ph.D.",62711,0,610.772,,9574.404,984.387,449.837,7.465,121.241,2320.559
57347,2022,126721,"Edwin Roks, B.Sc., M.Sc., Ph.D.",62711,0,607.463,,8890.592,316.774,520.624,8.348,281.556,2252.446
57347,2023,126721,"Edwin Roks, B.Sc., M.Sc., Ph.D.",62711,0,870.712,,11195.752,417.653,549.971,8.672,295.002,1690.566
57347,2024,126721,"Edwin Roks, B.Sc., M.Sc., Ph.D.",62711,0,1914.518,,12395.186,384.267,900,9.308,983.312,4000.215
57347,2025,126721,"Edwin Roks, B.Sc., M.Sc., Ph.D.",62711,0,0,,13959.549,0,610.451,9.308,1015.546,3991.587
57613,2015,028139,Michael J. Clarke,63020,0,,,,,0,18.164,,
57613,2016,028139,Michael J. Clarke,63020,0,,,,,0,30.56,,
57613,2017,028139,Michael J. Clarke,63020,0,,,,,0,41.728,,
57613,2019,028139,Michael J. Clarke,63020,0,8030,,208.953,1222.5,925,60.432,0,10511.992
57614,2019,028139,Hartmut Liebel,63021,0,1927.2,,0,0,150,,1791,2241
57614,2020,028139,Hartmut Liebel,63021,0,0,,0,0,850.057,0,5910.25,8457.638
57615,2019,028195,Michael Dastoor,63022,0,1739.547,,0,0,625,186.338,1520.621,2860.147
57615,2020,028195,Michael Dastoor,63022,0,2897.628,,0,0,588.942,52.688,2129.183,2747.409
57615,2021,028195,Michael Dastoor,63022,0,7562.49,,0,0,630.817,218.735,3432.227,5215.834
57615,2022,028195,Michael Dastoor,63022,0,6171.705,,0,0,700,59.791,2056.286,4244.748
57615,2023,028195,Michael Dastoor,63022,0,4878.869,,0,0,716.923,2.43,1369.748,3868.355
57615,2024,028195,Michael Dastoor,63022,0,5861.779,,0,0,877.692,30.445,0,2729.897
57615,2025,028195,Michael Dastoor,63022,0,17873.466,,0,0,1176.849,33.407,11268.116,16092.334
57700,2015,171007,Frank Slootman,63117,0,13849.6,,216558.509,2499.875,450,76.419,11660.8,12302.933
57700,2016,171007,Frank Slootman,63117,0,11894.4,,145058.643,280.75,450,193.39,8012.8,9016.517
57700,2017,171007,Frank Slootman,63117,0,0,,70350.269,0,158.654,95.076,18019.753,18350.196
58054,2019,002403,"Christopher S. Boerner, Ph.D.",63520,0,4923.296,,0,0,891.259,21.033,3250.794,5741.651
58054,2020,002403,"Christopher S. Boerner, Ph.D.",63520,0,12822.88,,0,0,952.603,37.224,3210.894,5992.233
58054,2021,002403,"Christopher S. Boerner, Ph.D.",63520,0,18130.632,,0,0,1020.118,41.966,4095.864,6703.029
58054,2022,002403,"Christopher S. Boerner, Ph.D.",63520,0,23657.794,,0,0,1064.049,76.313,4256.197,6880.22
58054,2023,002403,"Christopher S. Boerner, Ph.D.",63520,0,7076.552,,0,0,1256.921,101.205,0,3135.655
58054,2024,002403,"Christopher S. Boerner, Ph.D.",63520,0,19110.46,,0,0,1536.538,125.439,13643.063,18787.618
59360,2015,151630,"Helen I. Torley, M.B. Ch. B., M.R.C.P.",65078,0,0,,895.561,1665.439,624,120.966,1733.75,4616.787
59360,2016,151630,"Helen I. Torley, M.B. Ch. B., M.R.C.P.",65078,0,0,,0,666.527,645,244.159,1799.998,4850.075
59360,2017,151630,"Helen I. Torley, M.B. Ch. B., M.R.C.P.",65078,0,0,,18543.507,4905.781,671,329.486,1900.011,5180.551
59360,2018,151630,"Helen I. Torley, M.B. Ch. B., M.R.C.P.",65078,0,0,,441.254,355.669,725,416.58,2115.64,5799.669
59360,2019,151630,"Helen I. Torley, M.B. Ch. B., M.R.C.P.",65078,0,0,,7402.645,837.068,761,490.522,2184.13,5857.126
59360,2020,151630,"Helen I. Torley, M.B. Ch. B., M.R.C.P.",65078,0,0,,50884.907,11329.535,791.44,537.16,2500.017,6518.875
59360,2021,151630,"Helen I. Torley, M.B. Ch. B., M.R.C.P.",65078,0,919.522,,39130.765,4817.895,830.221,587.177,4060.081,7453.294
59360,2022,151630,"Helen I. Torley, M.B. Ch. B., M.R.C.P.",65078,0,6125.598,,66732.771,9423.116,871.732,623.666,2062.529,6809.467
59360,2023,151630,"Helen I. Torley, M.B. Ch. B., M.R.C.P.",65078,0,4172.13,,28494.996,0,920,676.744,0,5620.847
59360,2024,151630,"Helen I. Torley, M.B. Ch. B., M.R.C.P.",65078,0,13822.636,,47529.02,1682.651,960,733.719,8840.06,12741.422
60254,2016,062921,"Kyle W. Gano, Ph.D.",66138,155.25,,,,,345,61.311,,
60254,2017,062921,"Kyle W. Gano, Ph.D.",66138,215.625,,,,,375,78.742,,
60254,2018,062921,"Kyle W. Gano, Ph.D.",66138,191.473,2338.678,,9741.219,1395.761,403.1,86.145,2656.575,4568.241
60254,2019,062921,"Kyle W. Gano, Ph.D.",66138,266.04,,,,,443.4,91.975,,
60254,2020,062921,"Kyle W. Gano, Ph.D.",66138,207.273,1397.397,,18235.311,793.41,487.7,104.984,2750.21,7211.733
60254,2021,062921,"Kyle W. Gano, Ph.D.",66138,271.425,,,,,517,111.173,,
60254,2022,062921,"Kyle W. Gano, Ph.D.",66138,332.428,4473.745,,0,0,550.605,128.332,1725.086,5421.657
60254,2023,062921,"Kyle W. Gano, Ph.D.",66138,331.602,1851.096,,27738.784,3708.145,602.912,135.392,1812.563,5990.215
60254,2024,062921,"Kyle W. Gano, Ph.D.",66138,536.906,4133.493,,29149.602,2700.744,698.217,140.107,3700.106,8535.422
60255,2015,062921,"Kevin C. Gorman, Ph.D.",66139,345,0,,39226.545,8707.732,575,228.077,824.75,5011.967
60255,2016,062921,"Kevin C. Gorman, Ph.D.",66139,337.44,2834.775,,26588.165,1713.445,592,314.703,2114.413,5289.658
60255,2017,062921,"Kevin C. Gorman, Ph.D.",66139,515.2,2773.843,,18241.304,10261.446,640,346.533,1426.92,7556.374
60255,2018,062921,"Kevin C. Gorman, Ph.D.",66139,425.25,3866.852,,43967.181,4532.141,675,417.597,2998.832,8632.979
60255,2019,062921,"Kevin C. Gorman, Ph.D.",66139,667,5820.584,,74995.862,8470.616,725,432.357,2000.071,9450.826
60255,2020,062921,"Kevin C. Gorman, Ph.D.",66139,542.5,2794.603,,67814.603,1960.232,775,452.972,5375.188,13880.632
60255,2021,062921,"Kevin C. Gorman, Ph.D.",66139,701.25,5650.945,,33450.33,176.214,825,462.844,6406.366,14081.412
60255,2022,062921,"Kevin C. Gorman, Ph.D.",66139,989,13215.081,,0,0,860,491.365,5125.079,11902.527
60255,2023,062921,"Kevin C. Gorman, Ph.D.",66139,1040.6,3501.654,,24293.825,7304.321,946,514.596,7021.386,15750.812
60255,2024,062921,"Kevin C. Gorman, Ph.D.",66139,1141.95,14501.897,,72969.357,4894.597,779.357,524.209,7000.139,16018.637
60423,2020,177287,Renee D. Gala,66327,25,0,,0,2307.4,484.616,0.147,1816.868,4123.4
60423,2021,177287,Renee D. Gala,66327,0,1235.78,,325.9,419.025,616.923,4.862,3577.891,4605.224
60423,2022,177287,Renee D. Gala,66327,0,5282.72,,1422.556,646.634,690.357,8.847,3895.415,5029.436
60423,2023,177287,Renee D. Gala,66327,0,0,,0,0,767.719,16.689,0,1356.991
60423,2024,177287,Renee D. Gala,66327,0,6574.732,,568.55,0,824.923,29.389,5079.392,6628.888
60463,2017,184725,Kurt Sievers,66370,0,,,,,593.786,,,
60463,2018,184725,Kurt Sievers,66370,0,,,,,671.498,,,
60463,2019,184725,Kurt Sievers,66370,0,51392.042,,2033.778,0,745.465,41.264,7564.222,8349.14
60463,2020,184725,Kurt Sievers,66370,0,66383.495,,3173.158,0,759.968,49.603,16063.333,16960.229
60463,2021,184725,Kurt Sievers,66370,0,37180.985,,0,0,1181.8,141.114,16314.944,20911.892
60463,2022,184725,Kurt Sievers,66370,0,47327.773,,0,0,1098.136,176.085,17119.017,20771.851
60463,2023,184725,Kurt Sievers,66370,0,79786.238,,0,0,1192.923,186.437,16852.54,20702.893
60463,2024,184725,Kurt Sievers,66370,0,36861.782,,0,0,1262.863,186.437,17950.484,20694.772
64480,2023,018699,Neil Barua,71043,0,0,,0,0,431.154,14.451,4710.34,6206.313
64480,2024,018699,Neil Barua,71043,0,6423.546,,0,0,800,39.69,13968.399,16399.903
64480,2025,018699,Neil Barua,71043,0,16089.741,,0,0,800,81.536,21720.456,24315.129
64496,2015,024302,Richard F. Pops,71063,0,0,,161370.988,21105.325,881.019,576.497,2849.2,12407.489
64496,2016,024302,Richard F. Pops,71063,0,0,,99614.7,9600.8,911.228,630.406,2258.9,9647.42
64496,2017,024302,Richard F. Pops,71063,0,3010.15,,95230.475,5520.775,964.204,666.352,1909.95,9380.493
64496,2018,024302,Richard F. Pops,71063,0,811.525,,30930.45,0,1002.316,716.433,4876.35,17055.802
64496,2019,024302,Richard F. Pops,71063,0,0,,5463,0,1037.4,759.094,10635.344,14637.147
64496,2020,024302,Richard F. Pops,71063,0,4345.449,,2268,0,1073.712,792.04,2551.714,8041.702
64496,2021,024302,Richard F. Pops,71063,0,7779.377,,3273.113,1968.766,1105.923,865.556,3101.695,8846.588
64496,2022,024302,Richard F. Pops,71063,0,7662.623,,1569.122,2978.127,1144.631,1052.881,4157.121,10314.172
64496,2023,024302,Richard F. Pops,71063,0,14488.741,,3820.407,3158.633,1178.97,1179.675,0,2610.234
64496,2024,024302,Richard F. Pops,71063,0,13055.257,,6434.778,1880.726,1214.339,1290.39,3640.82,10131.193
65036,2023,006994,James S. Cook,71694,0,652.301,,0,0,379.615,40.022,496.351,1321.514
65036,2024,006994,James S. Cook,71694,0,323.165,,0,0,417.077,37.346,460.581,1033.44
65931,2024,020779,Gary L. Steele,72754,291.781,0,,0,0,349.234,6.447,0,862.133
65931,2025,020779,Gary L. Steele,72754,5000,0,,0,0,792.308,7.243,20500.105,32833.555
66237,2015,030170,Michael M. McNamara,73135,481.055,28336.2,,387.334,0,1250,1963.114,9432.392,12744.103
66237,2016,030170,Michael M. McNamara,73135,0,36671.578,,0,0,1250,2398.258,10484.437,14793.605
66237,2017,030170,Michael M. McNamara,73135,0,34708.305,,0,0,1250,2527.526,11658.039,15188.944
66237,2018,030170,Michael M. McNamara,73135,529.066,20648.74,,0,0,937.5,2569.02,9396.082,12754.509
